课程名,学分,主讲教师,上课时间,开课院系,掉课率
工笔人物(1),3,丁荭,3-1(1-4周);4-2(1-4周);4-2(1-4周),美术学院,11.83
水墨人物(2),3,王巍,3-2(5-8周);3-1(5-8周);4-1(5-8周),美术学院,15.58
活版印刷与手工书实践,2,原博,1-2(7-8周);3-2(6-8周);1-2(全周),美术学院,45.18
色彩(3),3,张姗姗,3-2(5-8周);3-1(5-8周);4-1(5-8周),美术学院,15.31
山水画(2),2,刘利平,3-2(9-12周);3-1(9-12周),美术学院,19.27
视觉与空间,3,李德庚,5-2(1-4周);5-1(1-4周);1-3(1-4周),美术学院,18.89
声音表现,2,岳伊娜,3-2(12-15周);3-1(12-15周),美术学院,15.61
现当代艺术理论,3,陈岸瑛,2-1(1-6周);4-2(1-6周);4-2(1-6周),美术学院,12.52
素描(4),3,韩博,3-1(1-4周);4-2(1-4周);4-2(5-8周),美术学院,18.42
摄影作品研究,3,张正腾,1-1(7-10周);3-2(7-10周),美术学院,15.33
软雕创作(2),3,岳嵩,3-2(11-14周);3-1(11-14周),美术学院,17.2
装饰玻璃(2),3,关东海,1-2(5-8周);1-1(5-8周);3-3(5-8周),美术学院,13.42
创意与表现,4,林乐成,1-2(1-5周),美术学院,17.98
等大泥塑女人体,4,李象群,3-1(7-12周);4-2(7-12周),美术学院,11.05
等大泥塑男人体,4,马文甲,1-2(1-6周);1-1(1-6周);2-3(1-6周),美术学院,19.41
软雕创作(1),3,岳嵩,"
1-1(7-10周);3-2(7-10周)",美术学院,18.55
场地与环境,2,管沄嘉,4-2(13-16周);4-1(13-16周),美术学院,16.94
场地与环境,2,汪建松,4-2(13-16周);4-1(13-16周),美术学院,15.53
吹制玻璃(3),3,李静,1-2(1-4周),美术学院,16.9
交通工具立体设计表达(2),3,刘新,1-1(9-12周);3-2(9-12周),美术学院,18.64
跨媒介多媒体影像艺术,3,邓岩,3-2(11-14周);3-1(11-14周),美术学院,12.22
交通工具造型设计(2),3,张雷,5-2(1-4周);5-1(1-4周);1-3(1-4周),美术学院,19.7
材料实践(3),3,王轶男,1-2(13-16周);1-1(13-16周),美术学院,12.13
专业设计(6),3,黄艳,1-2(7-12周);1-1(7-12周),美术学院,11.72
专业设计(6),3,宋立民,1-2(7-12周);1-1(7-12周),美术学院,18.81
窑制玻璃(3),4,关东海,3-2(9-13周);3-1(9-13周),美术学院,11.96
凹版版画技法,2,裴莹,3-2(9-12周);3-1(9-12周),美术学院,16.96
跨专业设计实践(4),2,张雷,1-2(13-16周);1-1(13-16周),美术学院,11.25
专业设计(5),3,梁雯,1-2(1-6周);1-1(1-6周);5-6(1-6周),美术学院,16.95
专业设计(5),3,崔笑声,1-2(1-6周);1-1(1-6周);5-6(1-6周),美术学院,16.65
智能空间设计,2,王之纲,1-2(后八周);1-1(后八周),美术学院,11.2
视觉语言训练,2,李天元,3-2(9-12周);3-1(9-12周),美术学院,11.18
创作练习(4),2,顾黎明,1-2(13-16周);1-1(13-16周),美术学院,17.81
室内纺织品设计,4,张宝华,5-2(1-5周);5-1(1-5周);1-3(1-5周),美术学院,18.39
纸纤维艺术与设计,1,原博,5-2(5周);5-1(5周);1-2(5周),美术学院,16.84
材料与实验雕塑创作,1,郅敏,"4-6(10,12,14,16周);4-4(10,12,14,16周)",美术学院,13.34
意象雕塑创作,1,马天羽,"4-6(2,4,6,8周);4-4(2,4,6,8周)",美术学院,15.92
材料与实验雕塑,1,许正龙,"4-6(2,4,6,8周);4-4(2,4,6,8周)",美术学院,17.12
公共雕塑(1),1,董书兵,"4-6(10,12,14,16周);4-4(10,12,14,16周)",美术学院,14.4
专业实践考察(2),1,文中言,5-1(7-8周);1-2(7-8周);1-2(7-8周),美术学院,10.27
广告设计,2,陈楠,3-1(14-16周);5-2(14-16周),美术学院,16.93
具象雕塑,3,李象群,1-2(13-16周);1-1(13-16周),美术学院,15.48
产品设计(2),3,赵超,1-2(7-12周);1-1(7-12周),美术学院,12.51
产品设计(1),3,王国胜,1-2(1-6周);1-1(1-6周);3-4(1-6周),美术学院,13.22
陶瓷设计(1),4,杨帆,5-2(1-5周);5-1(1-5周);1-3(1-5周),美术学院,18.32
陶瓷设计(3),4,吴昊宇,3-2(10-15周);3-1(10-15周),美术学院,16.36
交通工具平面设计表达(2),2,刘志国,1-2(5-8周);1-1(5-8周);3-3(5-8周),美术学院,15.69
陶瓷设计(2),3,尹航,3-1(6-9周);1-1(7-10周),美术学院,12.46
金属工艺基础,2,潘妙,1-2(1-4周),美术学院,19.01
信息设计(1),3,张茫茫,3-2(7-12周);3-1(7-12周),美术学院,15.21
交互技术(2),2,米海鹏,1-2(前八周);1-1(前八周),美术学院,11.26
环境物理,2,宋立民,3-2(前八周);3-1(前八周),美术学院,18.21
环境物理,2,杜异,3-2(前八周);3-1(前八周),美术学院,13.35
交互设计(1),3,付志勇,3-2(1-6周);3-1(1-6周);5-1(1-6周),美术学院,14.65
后期合成,1,王晓宇,5-2(12-15周);5-1(12-15周),美术学院,18.93
交通工具计算机辅助设计(1),1,刘志国,5-2(5-8周);5-1(5-8周),美术学院,17.73
摄影实践与创作(1),4,冯建国,1-2(1-5周),美术学院,13.14
设计心理学,1,蒋红斌,4-2(5-8周);4-1(5-8周),美术学院,18.07
设计批评,3,杭间,5-2(1-12周);5-1(1-12周),美术学院,14.71
可用性工程,2,谭佳佳,5-2(13-16周);5-1(13-16周),美术学院,10.68
毕业设计(创作)与综合论文训练,15,张歌明,(全周),美术学院,15.71
毕业设计(创作)与综合论文训练,15,范寅良,(全周),美术学院,12.35
毕业设计(创作)与综合论文训练,15,王晓昕,(全周),美术学院,12.14
毕业设计(创作)与综合论文训练,15,程向军,(全周),美术学院,18.6
毕业设计(创作)与综合论文训练,15,王巍,(全周),美术学院,14.92
毕业设计(创作)与综合论文训练,15,顾黎明,(全周),美术学院,10.93
毕业设计(创作)与综合论文训练,15,崔彦伟,(全周),美术学院,17.85
毕业设计(创作)与综合论文训练,15,曾成钢,(全周),美术学院,19.53
毕业设计(创作)与综合论文训练,15,付志勇,(1-15周),美术学院,15.64
毕业设计(创作)与综合论文训练,15,王之纲,(1-15周),美术学院,11.41
毕业设计(创作)与综合论文训练,15,冯建国,(1-15周),美术学院,12.6
毕业设计(创作)与综合论文训练,15,张宝华,(全周),美术学院,12.97
毕业设计(创作)与综合论文训练,15,李迎军,(全周),美术学院,17.85
毕业设计(创作)与综合论文训练,15,白明,(全周),美术学院,10.71
毕业设计(创作)与综合论文训练,15,于历战,(全周),美术学院,12.09
毕业设计(创作)与综合论文训练,15,赵超,(全周),美术学院,13.11
综合论文训练,15,郭红领,(全周),建管系,13.8
恒星与行星,3,ORMEL…,4-6(全周),天文系,14.47
星系与宇宙,3,茅奕,1-6(全周),天文系,15.49
天文专题研究课(1),3,茅奕,(全周),天文系,14.39
天体物理中的数量级估计,3,李昕宇,2-6(全周),天文系,10.22
科研生涯管理,1,刘静远,5-4(前八周),心理系,31.1
心智进阶,3,牟文婷,5-2(全周),心理系,45.14
综合论文训练,15,刘晓华,(全周),建筑技术,12.91
洁净技术,2,赵彬,2-2(全周),建筑技术,18.61
制冷与热泵装置设计,2,王宝龙,1-2(全周),建筑技术,19.36
课程与教学：理论与应用,2,钟周,2-6(全周),教研院,17.22
网络编程技术,2,张千里,3-1(全周),网络研究院,18.2
系统解剖学,3,刘津平,1-4(全周);1-3(全周),基础医学院,40.14
系统解剖学,3,刘津平,3-2(全周);3-1(全周),基础医学院,19.01
系统解剖学,3,刘津平,3-4(全周);3-3(全周),基础医学院,13.54
药剂学,2,刘清飞,2-1(全周),药学院,19.02
药学综合实验,4,刘清飞,(全周),药学院,19.18
药剂学实验,1,刘清飞,3-3(双周);3-4(双周),药学院,15.01
综合论文训练,15,郝艳丽,(全周),药学院,17.19
神经建模与数据分析,3,SONGS…,4-2(全周),生医工程学院,12.43
医学实验班毕业考试,0,吴宁,(后八周),基础医学院,18.33
医学实验班毕业论文写作指导,0,吴宁,(前八周),基础医学院,17.91
物理医学与康复医学,1,潘钰,2-4(后八周);2-3(后八周),临床医学院,10.46
生物医学检测—光学仪器设计,3,黄国亮,5-2(全周),生医工程学院,30.46
生物医学工程综合设计,3,徐友春,4-4(全周);4-3(全周),生医工程学院,12.63
临床神经科学,4,武剑,(全周),临床医学院,37.36
临床选修轮转-耳鼻咽喉头颈外科,4,叶京英,(全周),临床医学院,34.9
临床选修轮转-心血管内科,4,张萍,(全周),临床医学院,39.99
临床选修轮转-泌尿外科学,4,李建兴,(全周),临床医学院,42.83
临床选修轮转-神经和精神系统,4,张玉琪,(全周),临床医学院,31.2
肝胆胰疾病临床诊疗实践,4,董家鸿,(全周),临床医学院,35.95
临床选修轮转-心脏外科与辅助循环,4,王廉一,(全周),临床医学院,48.86
药物设计,3,何伟,1-4(全周);1-3(全周),药学院,18.55
生物技术药物,2,杜娟娟,3-6(全周),药学院,40.22
药物分析,2,胡泽平,3-2(全周),药学院,13.06
免疫治疗药物与技术,2,唐海东,4-2(全周),药学院,10.16
药物递送材料与技术,2,蒯锐,1-2(全周),药学院,10.53
综合论文训练,15,赵锡海,(全周),生医工程学院,13.84
系统与计算神经科学,3,洪波,1-4(全周);1-3(全周),生医工程学院,18.43
综合论文训练,15,王朝坤,(全周),软件学院,17.47
人工智能导论,2,龙明盛,1-4(全周),软件学院,91.96
机器学习,2,龙明盛,2-2(全周),软件学院,89.92
形式语言与自动机,3,高跃,3-2(全周),软件学院,15.01
算法分析与设计基础,2,王斌,2-1(全周),软件学院,10.33
软件分析与验证,3,贺飞,5-2(全周),软件学院,13.83
移动应用软件开发,2,王继良,1-2(前八周);3-1(前八周),软件学院,10.85
云服务性能优化,2,李振华,3-4(全周),软件学院,17.67
嵌入式系统,2,何源,4-2(全周),软件学院,11.73
政治学原理,3,汪卫华,1-6(全周),新雅书院,49.59
中国哲学(2),3,高海波,2-6(全周),新雅书院,10.82
社会理论,3,陈涛,2-6(全周),新雅书院,18.01
政经哲研讨课(4),3,梅赐琪,3-4(全周);3-3(全周),新雅书院,19.9
学术论文训练,2,张伟特,(全周),新雅书院,12.83
用户体验设计基础,2,米海鹏,1-4(前八周);1-3(前八周),新雅书院,17.3
毕业设计,10,张雷,(全周),新雅书院,13.45
综合论文训练,15,马赛,(全周),新雅书院,45.54
设计思维,2,张雷,2-2(前八周);2-1(前八周),新雅书院,10.48
机械制造基础,3,吴丹,4-2(全周),新雅书院,10.57
综合论文训练,10,张伟特,(全周),新雅书院,10.58
理解发展,3,严海蓉,1-4(全周);1-3(全周),新雅书院,15.81
现代化学创新思维训练(2),3,王朝晖,3-6(全周),致理书院,15.35
现代化学创新思维训练(2),3,焦雷,3-6(全周),致理书院,46.27
计算机创新思维训练(2),2,朱军,3-4(全周),致理书院,12.68
哲学经典与专题研讨班(3),3,肖鹰,2-2(全周),日新书院,14.94
哲学经典与专题研讨班(3),3,袁艾,3-4(全周);3-3(全周),日新书院,35.32
哲学经典与专题研讨班(3),3,李洋,1-4(全周);1-3(全周),日新书院,18.0
哲学经典与专题研讨班(3),3,程炜,3-6(全周),日新书院,17.58
经典研读与专题研讨(1),3,方诚峰,4-6(全周),日新书院,11.7
经典研读与专题研讨(1),3,耿弘明,4-2(全周),日新书院,16.9
经典研读与专题研讨(1),3,刘晓峰,3-6(全周),日新书院,11.01
经典研读与专题研讨(1),3,侯旭东,2-2(全周),日新书院,10.02
经典研读与专题研讨(1),3,王奇,4-6(全周),日新书院,15.24
经典研读与专题研讨(1),3,孙正军,2-6(全周),日新书院,14.3
经典研读与专题研讨(1),3,熊鹰,4-2(全周),日新书院,40.7
经典研读与专题研讨(1),3,袁先欣,2-6(全周),日新书院,30.1
经典研读与专题研讨(1),3,谢琰,3-6(全周),日新书院,14.08
经典研读与专题研讨(1),3,石小力,3-4(全周);3-3(全周),日新书院,15.2
经典研读与专题研讨(3),3,方诚峰,(全周),日新书院,11.33
经典研读与专题研讨(3),3,刘晓峰,(全周),日新书院,15.23
经典研读与专题研讨(3),3,侯旭东,(全周),日新书院,11.61
经典研读与专题研讨(3),3,王奇,(全周),日新书院,10.52
经典研读与专题研讨(3),3,孙正军,(全周),日新书院,10.49
经典研读与专题研讨(3),3,熊鹰,(全周),日新书院,13.57
经典研读与专题研讨(3),3,袁先欣,(全周),日新书院,31.9
经典研读与专题研讨(3),3,谢琰,(全周),日新书院,46.06
经典研读与专题研讨(3),3,石小力,(全周),日新书院,14.14
国器材料探微,1,吕瑞涛,(前八周),未央书院,49.9
国器材料探微,1,吕瑞涛,(后八周),未央书院,14.23
测控技术与仪器验证探索(1),1,邓磊,4-2(前八周),未央书院,37.96
测控技术与仪器验证探索(1),1,马潇潇,4-2(前八周),未央书院,41.09
测控技术与仪器验证探索(1),1,张海涛,4-2(前八周),未央书院,43.86
测控技术与仪器验证探索(1),1,杨原牧,4-2(前八周),未央书院,37.0
测控技术与仪器验证探索(1),1,袁夏明,4-2(前八周),未央书院,34.86
测控技术与仪器验证探索(2),1,邓磊,4-2(后八周),未央书院,18.56
测控技术与仪器验证探索(2),1,马潇潇,4-2(后八周),未央书院,10.07
测控技术与仪器验证探索(2),1,张海涛,4-2(后八周),未央书院,11.56
测控技术与仪器验证探索(2),1,杨原牧,4-2(后八周),未央书院,16.62
测控技术与仪器验证探索(2),1,袁夏明,4-2(后八周),未央书院,17.13
材料化学,2,赵凌云,5-4(全周),未央书院,48.22
电力电子器件与应用,4,姬世奇,3-3(全周);1-3(全周),未央书院,19.12
微纳制造探索(2),3,柴智敏,1-4(前八周);1-3(前八周),未央书院,39.58
微纳制造探索(2),3,赵乾,1-4(全周);1-3(全周),未央书院,17.34
微纳材料探索,2,耿志挺,(全周),未央书院,17.69
生医机械工程探索(2),3,张婷,5-2(后八周);5-2(前八周),未央书院,45.8
生医机械工程探索(2),3,张洪玉,5-2(全周),未央书院,42.36
综合论文训练,15,徐芦平,(全周),行健书院,15.9
量子计算导论,3,魏朝晖,3-2(全周),求真书院,14.08
实分析,4,吴云辉,3-2(全周);1-3(全周),求真书院,17.57
实分析,4,孙巍峰,3-2(全周);1-3(全周),求真书院,17.14
统计推断,4,杨帆,3-4(全周);5-1(全周),求真书院,12.22
深度学习方法与应用,3,庞彤瑶,5-2(全周),求真书院,15.26
偏微分方程数值解法,4,苏春梅,1-1(全周);3-3(全周),求真书院,12.49
综合论文训练,10,CHEUNG…,(全周),求真书院,11.84
离散优化导论,4,周源,5-4(全周);2-1(全周),求真书院,18.89
代数簇,4,郑志伟,2-3(全周);4-1(全周),求真书院,11.79
MATLAB程序设计,2,蔡云峰,1-3(全周),求真书院,14.42
科技创新与挑战3C,2,腾轶超,(全周),为先书院,10.96
科技创新与挑战4A,2,邵洋,2-4(全周);2-3(全周),为先书院,17.42
科技创新与挑战4B,2,李玉和,1-4(全周);1-3(全周),为先书院,18.35
科技创新与挑战4C,2,陈慧军,4-2(全周);4-1(全周),为先书院,14.87
科技创新与挑战4D,2,李铁夫,2-4(全周);2-3(全周),为先书院,13.91
国内外研学与工程实践,3,洪波,(全周),为先书院,10.6
医学人工智能基础与实践,2,李翀,1-4(全周),医学院,12.11
消化系统(OSFM),4,王大亮,4-3(前八周);1-1(前八周),基础医学院,16.44
消化系统(OSFM),4,王大亮,1-1(后八周);3-3(后八周),基础医学院,11.72
生殖系统(OSFM),2,王大亮,1-3(5-8周),基础医学院,13.23
生殖系统(OSFM),2,王大亮,4-4(13-16周);4-3(13-16周),基础医学院,15.43
泌尿系统(OSFM),2,谢兰,4-4(1-4周);4-3(1-4周);4-2(1-4周),基础医学院,11.4
泌尿系统(OSFM),2,谢兰,3-1(9-12周);4-4(9-12周),基础医学院,13.81
内分泌系统(OSFM),2,吴宁,5-4(前八周);3-1(前八周),基础医学院,16.75
内分泌系统(OSFM),2,吴宁,5-4(后八周);3-1(后八周),基础医学院,17.24
建筑类论文写作方法,1,张昕,4-6(前八周),建筑学院,31.2
建筑类论文写作方法,1,林冠婧,4-6(3-10周),建筑学院,33.76
科技论文写作与学术报告,1,许瑛,1-2(后八周),建筑学院,34.3
论文写作,1,王法承,1-1(前八周),土木系,45.93
环境科学与工程前沿讲座,1,李金惠,4-6(前八周),环境学院,39.05
人文视野中的环境问题及对策,2,陆文静,3-4(全周),环境学院,48.52
测试信号分析与处理,3,周倩,4-2(全周),精仪系,36.64
测试技术,3,倪凯,2-2(全周),精仪系,36.98
研究生科学素养与伦理,1,孙洪波,2-3(前八周),精仪系,39.51
高等传热学,4,符泰然,3-3(全周);5-3(全周),能动系,44.06
科技论文的阅读、写作和演讲,2,任静,1-1(全周),能动系,39.34
科研伦理与学术表达,2,杨福源,1-3(全周),车辆学院,31.16
老子领导力哲理,2,连小珉,3-6(全周),车辆学院,17.36
工业工程伦理,1,雷毅,(16周),工业工程系,44.39
工业工程伦理,1,雷毅,(9周),工业工程系,42.31
领导与沟通,2,皋琴,"7-4(3,6,10,14周);7-3(3,6,10,14周)",工业工程系,48.12
领导与沟通,2,皋琴,"7-4(4,8,12,15周);7-3(4,8,12,15周)",工业工程系,47.33
领导与沟通,2,饶培伦,(12周),工业工程系,47.81
领导与沟通,2,饶培伦,4-2(全周),工业工程系,30.27
工程管理中的财务与投资,2,刘淑莲,(5周),工业工程系,38.19
管理经济学,2,刘大成,"5-2(3,6,10,14周);5-1(3,7,11,15周)",工业工程系,33.08
管理经济学,2,刘大成,"5-4(4,8,12,15周);5-3(4,8,12,15周)",工业工程系,36.46
管理经济学,2,刘大成,(14周),工业工程系,32.11
工程管理中的市场与营销,2,于瑞峰,"5-2(5,9,13,16周);5-1(5,9,13,16周)",工业工程系,33.44
工程管理中的市场与营销,2,于瑞峰,"6-4(4,8,12,15周);6-3(4,8,12,15周)",工业工程系,46.55
工程管理中的市场与营销,2,于瑞峰,(12周),工业工程系,32.99
工程管理中的市场与营销,2,于瑞峰,(16周),工业工程系,38.44
